feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
1_2146_gene	GW101-3H11_contig_1_2146	hypothetical protein	Unknown	2.00		
1_813_gene	GW101-3H11_contig_1_813	hypothetical protein	Unknown	2.50		
1_3167_gene	GW101-3H11_contig_1_3167	hypothetical protein	Unknown	2.00		
1_2541_gene	GW101-3H11_contig_1_2541	hypothetical protein	Unknown	2.50		
1_3401_gene	GW101-3H11_contig_1_3401	hypothetical protein	Unknown	2.50		
1_1504_gene	GW101-3H11_contig_1_1504	hypothetical protein	Unknown	2.00		
1_2183_gene	GW101-3H11_contig_1_2183	hypothetical protein	Unknown	2.50		
1_3132_gene	GW101-3H11_contig_1_3132	hypothetical protein	CytoplasmicMembrane	9.86		
1_3325_gene	GW101-3H11_contig_1_3325	hypothetical protein	CytoplasmicMembrane	10.00		
1_2874_gene	GW101-3H11_contig_1_2874	hypothetical protein	Unknown	2.00		
1_3190_gene	GW101-3H11_contig_1_3190	hypothetical protein	CytoplasmicMembrane	9.82		
1_816_gene	GW101-3H11_contig_1_816	hypothetical protein	CytoplasmicMembrane	9.86		
1_2102_gene	GW101-3H11_contig_1_2102	hypothetical protein	Unknown	2.00		
1_1473_gene	GW101-3H11_contig_1_1473	hypothetical protein	Unknown	2.00		
1_2148_gene	GW101-3H11_contig_1_2148	hypothetical protein	CytoplasmicMembrane	10.00		
1_668_gene	GW101-3H11_contig_1_668	hypothetical protein	Unknown	2.50		
1_604_gene	GW101-3H11_contig_1_604	hypothetical protein	Unknown	2.00		
1_3923_gene	GW101-3H11_contig_1_3923	hypothetical protein	Periplasmic	9.84		
1_4550_gene	GW101-3H11_contig_1_4550	hypothetical protein	CytoplasmicMembrane	9.82		
1_1488_gene	GW101-3H11_contig_1_1488	hypothetical protein	Unknown	2.00		
1_3163_gene	GW101-3H11_contig_1_3163	hypothetical protein	Cytoplasmic	8.96		
1_2470_gene	GW101-3H11_contig_1_2470	hypothetical protein	Unknown	2.00		
1_4554_gene	GW101-3H11_contig_1_4554	hypothetical protein	Cytoplasmic	9.97		
1_1206_gene	GW101-3H11_contig_1_1206	hypothetical protein	Cytoplasmic	8.96		
1_2678_gene	GW101-3H11_contig_1_2678	hypothetical protein	Unknown	2.00		
1_3670_gene	GW101-3H11_contig_1_3670	hypothetical protein	CytoplasmicMembrane	10.00		
1_771_gene	GW101-3H11_contig_1_771	hypothetical protein	CytoplasmicMembrane	10.00		
1_537_gene	GW101-3H11_contig_1_537	hypothetical protein	Unknown	2.00		
1_4188_gene	GW101-3H11_contig_1_4188	hypothetical protein	CytoplasmicMembrane	10.00		
1_1257_gene	GW101-3H11_contig_1_1257	hypothetical protein	CytoplasmicMembrane	9.82		
1_4081_gene	GW101-3H11_contig_1_4081	hypothetical protein	Unknown	2.00		
1_4885_gene	GW101-3H11_contig_1_4885	hypothetical protein	Unknown	4.66	(This protein may have multiple localization sites.)	
1_1123_gene	GW101-3H11_contig_1_1123	hypothetical protein	CytoplasmicMembrane	10.00		
1_1227_gene	GW101-3H11_contig_1_1227	hypothetical protein	Unknown	2.00		
1_1004_gene	GW101-3H11_contig_1_1004	hypothetical protein	OuterMembrane	9.52		
1_2568_gene	GW101-3H11_contig_1_2568	hypothetical protein	CytoplasmicMembrane	10.00		
1_1198_gene	GW101-3H11_contig_1_1198	hypothetical protein	Unknown	2.50		
1_1596_gene	GW101-3H11_contig_1_1596	hypothetical protein	Cytoplasmic	9.97		
1_4397_gene	GW101-3H11_contig_1_4397	hypothetical protein	CytoplasmicMembrane	10.00		
1_2411_gene	GW101-3H11_contig_1_2411	hypothetical protein	Unknown	2.00		
1_2103_gene	GW101-3H11_contig_1_2103	hypothetical protein	Unknown	2.00		
1_3549_gene	GW101-3H11_contig_1_3549	hypothetical protein	CytoplasmicMembrane	9.82		
1_364_gene	GW101-3H11_contig_1_364	hypothetical protein	Cytoplasmic	9.26		
1_135_gene	GW101-3H11_contig_1_135	hypothetical protein	Unknown	2.50		
1_4086_gene	GW101-3H11_contig_1_4086	hypothetical protein	CytoplasmicMembrane	10.00		
1_599_gene	GW101-3H11_contig_1_599	hypothetical protein	Unknown	2.50		
1_3795_gene	GW101-3H11_contig_1_3795	hypothetical protein	Unknown	2.50		
1_3590_gene	GW101-3H11_contig_1_3590	hypothetical protein	Unknown	2.00		
1_1895_gene	GW101-3H11_contig_1_1895	hypothetical protein	Unknown	2.50		
1_1468_gene	GW101-3H11_contig_1_1468	hypothetical protein	CytoplasmicMembrane	9.86		
1_2859_gene	GW101-3H11_contig_1_2859	hypothetical protein	Unknown	2.00		
1_1415_gene	GW101-3H11_contig_1_1415	hypothetical protein	CytoplasmicMembrane	9.82		
1_2389_gene	GW101-3H11_contig_1_2389	hypothetical protein	CytoplasmicMembrane	9.82		
1_1462_gene	GW101-3H11_contig_1_1462	hypothetical protein	Cytoplasmic	8.96		
1_1732_gene	GW101-3H11_contig_1_1732	hypothetical protein	CytoplasmicMembrane	9.82		
1_1412_gene	GW101-3H11_contig_1_1412	hypothetical protein	Unknown	2.00		
1_1663_gene	GW101-3H11_contig_1_1663	hypothetical protein	Unknown	2.50		
1_3227_gene	GW101-3H11_contig_1_3227	hypothetical protein	CytoplasmicMembrane	9.82		
1_1963_gene	GW101-3H11_contig_1_1963	hypothetical protein	Unknown	2.50		
1_1778_gene	GW101-3H11_contig_1_1778	hypothetical protein	CytoplasmicMembrane	9.82		
1_2781_gene	GW101-3H11_contig_1_2781	hypothetical protein	Unknown	2.50		
1_2563_gene	GW101-3H11_contig_1_2563	hypothetical protein	Unknown	2.00		
1_2326_gene	GW101-3H11_contig_1_2326	hypothetical protein	Unknown	2.00		
1_2794_gene	GW101-3H11_contig_1_2794	hypothetical protein	Cytoplasmic	8.96		
1_1529_gene	GW101-3H11_contig_1_1529	hypothetical protein	Unknown	2.50		
1_227_gene	GW101-3H11_contig_1_227	hypothetical protein	CytoplasmicMembrane	9.50		
1_2559_gene	GW101-3H11_contig_1_2559	hypothetical protein	Cytoplasmic	8.96		
1_1969_gene	GW101-3H11_contig_1_1969	hypothetical protein	Unknown	2.50		
1_509_gene	GW101-3H11_contig_1_509	hypothetical protein	Cytoplasmic	8.96		
1_1266_gene	GW101-3H11_contig_1_1266	hypothetical protein	Unknown	2.00		
1_4054_gene	GW101-3H11_contig_1_4054	hypothetical protein	CytoplasmicMembrane	10.00		
1_2467_gene	GW101-3H11_contig_1_2467	hypothetical protein	Unknown	2.50		
1_176_gene	GW101-3H11_contig_1_176	hypothetical protein	CytoplasmicMembrane	10.00		
1_2407_gene	GW101-3H11_contig_1_2407	hypothetical protein	Unknown	2.00		
1_1667_gene	GW101-3H11_contig_1_1667	hypothetical protein	Unknown	2.00		
1_386_gene	GW101-3H11_contig_1_386	hypothetical protein	Unknown	2.00		
1_2234_gene	GW101-3H11_contig_1_2234	hypothetical protein	Unknown	2.00		
1_3197_gene	GW101-3H11_contig_1_3197	hypothetical protein	Unknown	2.00		
1_2800_gene	GW101-3H11_contig_1_2800	hypothetical protein	Cytoplasmic	8.96		
1_251_gene	GW101-3H11_contig_1_251	hypothetical protein	Unknown	2.00		
1_4014_gene	GW101-3H11_contig_1_4014	hypothetical protein	Cytoplasmic	8.96		
1_2680_gene	GW101-3H11_contig_1_2680	hypothetical protein	Unknown	2.00		
1_1232_gene	GW101-3H11_contig_1_1232	hypothetical protein	Unknown	2.00		
1_2763_gene	GW101-3H11_contig_1_2763	hypothetical protein	Unknown	2.50		
1_1484_gene	GW101-3H11_contig_1_1484	hypothetical protein	Unknown	2.00		
1_225_gene	GW101-3H11_contig_1_225	hypothetical protein	Unknown	2.00		
1_1501_gene	GW101-3H11_contig_1_1501	hypothetical protein	Unknown	2.00		
1_4369_gene	GW101-3H11_contig_1_4369	hypothetical protein	Unknown	2.00		
1_4060_gene	GW101-3H11_contig_1_4060	hypothetical protein	Cytoplasmic	8.96		
1_3511_gene	GW101-3H11_contig_1_3511	hypothetical protein	CytoplasmicMembrane	9.82		
1_3500_gene	GW101-3H11_contig_1_3500	hypothetical protein	CytoplasmicMembrane	10.00		
1_120_gene	GW101-3H11_contig_1_120	hypothetical protein	Cytoplasmic	8.96		
1_2410_gene	GW101-3H11_contig_1_2410	hypothetical protein	CytoplasmicMembrane	10.00		
1_1987_gene	GW101-3H11_contig_1_1987	hypothetical protein	CytoplasmicMembrane	9.82		
1_2917_gene	GW101-3H11_contig_1_2917	hypothetical protein	Cytoplasmic	9.97		
1_655_gene	GW101-3H11_contig_1_655	hypothetical protein	Unknown	2.50		
1_184_gene	GW101-3H11_contig_1_184	hypothetical protein	CytoplasmicMembrane	9.82		
1_110_gene	GW101-3H11_contig_1_110	hypothetical protein	Unknown	2.00		
1_2124_gene	GW101-3H11_contig_1_2124	hypothetical protein	Cytoplasmic	8.96		
1_1079_gene	GW101-3H11_contig_1_1079	hypothetical protein	Unknown	2.50		
1_1157_gene	GW101-3H11_contig_1_1157	hypothetical protein	Unknown	2.50		
1_3198_gene	GW101-3H11_contig_1_3198	hypothetical protein	Unknown	2.00		
1_255_gene	GW101-3H11_contig_1_255	hypothetical protein	CytoplasmicMembrane	10.00		
1_609_gene	GW101-3H11_contig_1_609	hypothetical protein	CytoplasmicMembrane	9.82		
1_3761_gene	GW101-3H11_contig_1_3761	hypothetical protein	Unknown	2.00		
1_633_gene	GW101-3H11_contig_1_633	hypothetical protein	Unknown	2.50		
1_694_gene	GW101-3H11_contig_1_694	hypothetical protein	Unknown	2.00		
1_4051_gene	GW101-3H11_contig_1_4051	hypothetical protein	Unknown	2.50		
1_2161_gene	GW101-3H11_contig_1_2161	hypothetical protein	Unknown	2.00		
1_607_gene	GW101-3H11_contig_1_607	hypothetical protein	Unknown	2.00		
1_1502_gene	GW101-3H11_contig_1_1502	hypothetical protein	Unknown	2.00		
1_2333_gene	GW101-3H11_contig_1_2333	hypothetical protein	CytoplasmicMembrane	10.00		
1_538_gene	GW101-3H11_contig_1_538	hypothetical protein	Unknown	2.00		
1_2971_gene	GW101-3H11_contig_1_2971	hypothetical protein	Unknown	2.00		
1_4930_gene	GW101-3H11_contig_1_4930	hypothetical protein	Unknown	2.50		
1_1237_gene	GW101-3H11_contig_1_1237	hypothetical protein	Cytoplasmic	8.96		
1_653_gene	GW101-3H11_contig_1_653	hypothetical protein	Unknown	2.00		
1_4847_gene	GW101-3H11_contig_1_4847	hypothetical protein	Unknown	2.00		
1_3361_gene	GW101-3H11_contig_1_3361	hypothetical protein	CytoplasmicMembrane	9.86		
1_3785_gene	GW101-3H11_contig_1_3785	hypothetical protein	Unknown	2.00		
1_1937_gene	GW101-3H11_contig_1_1937	hypothetical protein	Unknown	2.50		
1_150_gene	GW101-3H11_contig_1_150	hypothetical protein	CytoplasmicMembrane	10.00		
1_3707_gene	GW101-3H11_contig_1_3707	hypothetical protein	Unknown	2.00		
1_871_gene	GW101-3H11_contig_1_871	hypothetical protein	Cytoplasmic	9.26		
1_2136_gene	GW101-3H11_contig_1_2136	hypothetical protein	Cytoplasmic	8.96		
1_2177_gene	GW101-3H11_contig_1_2177	hypothetical protein	Unknown	2.00		
1_3399_gene	GW101-3H11_contig_1_3399	hypothetical protein	Unknown	2.50		
1_4215_gene	GW101-3H11_contig_1_4215	hypothetical protein	Cytoplasmic	9.26		
1_300_gene	GW101-3H11_contig_1_300	hypothetical protein	Unknown	2.50		
1_3416_gene	GW101-3H11_contig_1_3416	hypothetical protein	Unknown	2.00		
1_4249_gene	GW101-3H11_contig_1_4249	hypothetical protein	Unknown	2.50		
1_1988_gene	GW101-3H11_contig_1_1988	hypothetical protein	Unknown	2.00		
1_1272_gene	GW101-3H11_contig_1_1272	hypothetical protein	Periplasmic	9.83		
1_2155_gene	GW101-3H11_contig_1_2155	hypothetical protein	Unknown	2.00		
1_2802_gene	GW101-3H11_contig_1_2802	hypothetical protein	Unknown	2.50		
1_1486_gene	GW101-3H11_contig_1_1486	hypothetical protein	CytoplasmicMembrane	10.00		
1_1422_gene	GW101-3H11_contig_1_1422	hypothetical protein	Unknown	2.00		
1_2323_gene	GW101-3H11_contig_1_2323	hypothetical protein	Unknown	2.00		
1_2351_gene	GW101-3H11_contig_1_2351	hypothetical protein	Unknown	2.50		
1_1500_gene	GW101-3H11_contig_1_1500	hypothetical protein	Unknown	2.50		
1_4399_gene	GW101-3H11_contig_1_4399	hypothetical protein	Unknown	2.50		
1_4733_gene	GW101-3H11_contig_1_4733	hypothetical protein	Unknown	2.50		
1_1215_gene	GW101-3H11_contig_1_1215	hypothetical protein	Unknown	2.50		
1_2774_gene	GW101-3H11_contig_1_2774	hypothetical protein	Unknown	2.50		
1_3445_gene	GW101-3H11_contig_1_3445	hypothetical protein	Unknown	2.00		
1_224_gene	GW101-3H11_contig_1_224	hypothetical protein	Unknown	2.00		
1_3165_gene	GW101-3H11_contig_1_3165	hypothetical protein	Unknown	2.00		
1_4729_gene	GW101-3H11_contig_1_4729	hypothetical protein	CytoplasmicMembrane	10.00		
1_601_gene	GW101-3H11_contig_1_601	hypothetical protein	Unknown	2.50		
1_2918_gene	GW101-3H11_contig_1_2918	hypothetical protein	Unknown	2.00		
1_3557_gene	GW101-3H11_contig_1_3557	hypothetical protein	Unknown	2.00		
1_448_gene	GW101-3H11_contig_1_448	hypothetical protein	Unknown	2.00		
1_119_gene	GW101-3H11_contig_1_119	hypothetical protein	Unknown	2.50		
1_4566_gene	GW101-3H11_contig_1_4566	hypothetical protein	CytoplasmicMembrane	9.82		
1_1240_gene	GW101-3H11_contig_1_1240	hypothetical protein	Unknown	2.00		
1_2792_gene	GW101-3H11_contig_1_2792	hypothetical protein	Cytoplasmic	8.96		
1_1219_gene	GW101-3H11_contig_1_1219	hypothetical protein	Unknown	2.50		
1_2123_gene	GW101-3H11_contig_1_2123	hypothetical protein	Unknown	2.00		
1_2439_gene	GW101-3H11_contig_1_2439	hypothetical protein	Unknown	2.00		
1_4409_gene	GW101-3H11_contig_1_4409	hypothetical protein	Cytoplasmic	8.96		
1_2855_gene	GW101-3H11_contig_1_2855	hypothetical protein	Cytoplasmic	9.97		
1_4448_gene	GW101-3H11_contig_1_4448	hypothetical protein	Unknown	2.00		
1_1490_gene	GW101-3H11_contig_1_1490	hypothetical protein	Unknown	2.00		
1_4083_gene	GW101-3H11_contig_1_4083	hypothetical protein	Unknown	2.00		
1_3000_gene	GW101-3H11_contig_1_3000	hypothetical protein	Unknown	2.00		
1_2322_gene	GW101-3H11_contig_1_2322	hypothetical protein	Unknown	2.00		
1_2988_gene	GW101-3H11_contig_1_2988	hypothetical protein	Unknown	2.50		
1_3506_gene	GW101-3H11_contig_1_3506	hypothetical protein	Unknown	2.00		
1_3866_gene	GW101-3H11_contig_1_3866	hypothetical protein	Unknown	2.00		
1_2288_gene	GW101-3H11_contig_1_2288	hypothetical protein	Unknown	2.00		
1_692_gene	GW101-3H11_contig_1_692	hypothetical protein	Cytoplasmic	8.96		
1_4645_gene	GW101-3H11_contig_1_4645	hypothetical protein	CytoplasmicMembrane	9.82		
1_171_gene	GW101-3H11_contig_1_171	hypothetical protein	Unknown	2.00		
1_1781_gene	GW101-3H11_contig_1_1781	hypothetical protein	Unknown	2.00		
1_1677_gene	GW101-3H11_contig_1_1677	hypothetical protein	Unknown	2.50		
1_3821_gene	GW101-3H11_contig_1_3821	hypothetical protein	Unknown	2.50		
1_1273_gene	GW101-3H11_contig_1_1273	hypothetical protein	Unknown	2.00		
1_2912_gene	GW101-3H11_contig_1_2912	hypothetical protein	Unknown	2.50		
1_2626_gene	GW101-3H11_contig_1_2626	hypothetical protein	CytoplasmicMembrane	9.82		
1_3816_gene	GW101-3H11_contig_1_3816	hypothetical protein	Unknown	2.50		
1_2127_gene	GW101-3H11_contig_1_2127	hypothetical protein	Cytoplasmic	8.96		
1_3164_gene	GW101-3H11_contig_1_3164	hypothetical protein	Unknown	2.00		
1_2025_gene	GW101-3H11_contig_1_2025	hypothetical protein	Unknown	2.00		
1_2104_gene	GW101-3H11_contig_1_2104	hypothetical protein	Unknown	2.00		
1_2114_gene	GW101-3H11_contig_1_2114	hypothetical protein	Cytoplasmic	8.96		
1_752_gene	GW101-3H11_contig_1_752	hypothetical protein	Periplasmic	9.84		
1_2950_gene	GW101-3H11_contig_1_2950	hypothetical protein	Unknown	2.00		
1_1645_gene	GW101-3H11_contig_1_1645	hypothetical protein	Unknown	2.00		
1_2885_gene	GW101-3H11_contig_1_2885	hypothetical protein	Cytoplasmic	8.96		
1_996_gene	GW101-3H11_contig_1_996	hypothetical protein	Unknown	2.50		
1_4716_gene	GW101-3H11_contig_1_4716	hypothetical protein	Unknown	2.00		
1_3574_gene	GW101-3H11_contig_1_3574	hypothetical protein	Unknown	2.50		
1_2786_gene	GW101-3H11_contig_1_2786	hypothetical protein	Unknown	2.00		
1_1310_gene	GW101-3H11_contig_1_1310	hypothetical protein	CytoplasmicMembrane	9.86		
1_807_gene	GW101-3H11_contig_1_807	hypothetical protein	Unknown	2.50		
1_4117_gene	GW101-3H11_contig_1_4117	hypothetical protein	Unknown	2.50		
1_3307_gene	GW101-3H11_contig_1_3307	hypothetical protein	CytoplasmicMembrane	10.00		
1_623_gene	GW101-3H11_contig_1_623	hypothetical protein	Unknown	2.50		
1_38_gene	GW101-3H11_contig_1_38	hypothetical protein	Unknown	2.00		
1_2764_gene	GW101-3H11_contig_1_2764	hypothetical protein	Unknown	2.50		
1_45_gene	GW101-3H11_contig_1_45	hypothetical protein	Cytoplasmic	8.96		
1_2739_gene	GW101-3H11_contig_1_2739	hypothetical protein	Unknown	2.00		
1_1202_gene	GW101-3H11_contig_1_1202	hypothetical protein	Unknown	2.00		
1_467_gene	GW101-3H11_contig_1_467	hypothetical protein	Unknown	2.50		
1_1014_gene	GW101-3H11_contig_1_1014	hypothetical protein	Unknown	2.00		
1_3039_gene	GW101-3H11_contig_1_3039	hypothetical protein	Cytoplasmic	10.00		
1_3705_gene	GW101-3H11_contig_1_3705	hypothetical protein	Unknown	2.00		
1_2779_gene	GW101-3H11_contig_1_2779	hypothetical protein	Unknown	2.00		
1_672_gene	GW101-3H11_contig_1_672	hypothetical protein	Unknown	2.50		
1_4038_gene	GW101-3H11_contig_1_4038	hypothetical protein	CytoplasmicMembrane	9.82		
1_1965_gene	GW101-3H11_contig_1_1965	hypothetical protein	CytoplasmicMembrane	9.82		
1_1221_gene	GW101-3H11_contig_1_1221	hypothetical protein	CytoplasmicMembrane	9.82		
1_3831_gene	GW101-3H11_contig_1_3831	hypothetical protein	Cytoplasmic	8.96		
1_1466_gene	GW101-3H11_contig_1_1466	hypothetical protein	Unknown	2.50		
1_2554_gene	GW101-3H11_contig_1_2554	hypothetical protein	Unknown	2.00		
1_1735_gene	GW101-3H11_contig_1_1735	hypothetical protein	Cytoplasmic	9.97		
1_4309_gene	GW101-3H11_contig_1_4309	hypothetical protein	Extracellular	9.44		
1_724_gene	GW101-3H11_contig_1_724	hypothetical protein; Some similarities with unknown protein	Unknown	2.00		
1_1195_gene	GW101-3H11_contig_1_1195	hypothetical protein	Cytoplasmic	8.96		
1_4688_gene	GW101-3H11_contig_1_4688	hypothetical protein	Unknown	2.50		
1_3713_gene	GW101-3H11_contig_1_3713	hypothetical protein	Cytoplasmic	9.26		
1_2465_gene	GW101-3H11_contig_1_2465	hypothetical protein	Unknown	2.50		
1_4403_gene	GW101-3H11_contig_1_4403	hypothetical protein	OuterMembrane	9.49		
1_5_gene	GW101-3H11_contig_1_5	hypothetical protein	Unknown	2.00		
1_3750_gene	GW101-3H11_contig_1_3750	hypothetical protein	Cytoplasmic	8.96		
1_1994_gene	GW101-3H11_contig_1_1994	hypothetical protein	Unknown	2.00		
1_3803_gene	GW101-3H11_contig_1_3803	hypothetical protein	Cytoplasmic	9.97		
1_89_gene	GW101-3H11_contig_1_89	hypothetical protein	Unknown	2.00		
1_3428_gene	GW101-3H11_contig_1_3428	hypothetical protein	Unknown	2.00		
1_3495_gene	GW101-3H11_contig_1_3495	hypothetical protein	Unknown	2.00		
1_166_gene	GW101-3H11_contig_1_166	hypothetical protein	Unknown	2.00		
1_3517_gene	GW101-3H11_contig_1_3517	hypothetical protein	CytoplasmicMembrane	10.00		
1_2625_gene	GW101-3H11_contig_1_2625	hypothetical protein	Cytoplasmic	9.97		
1_3654_gene	GW101-3H11_contig_1_3654	hypothetical protein	Cytoplasmic	9.26		
1_2279_gene	GW101-3H11_contig_1_2279	hypothetical protein	CytoplasmicMembrane	9.86		
1_4082_gene	GW101-3H11_contig_1_4082	hypothetical protein	Cytoplasmic	8.96		
1_4581_gene	GW101-3H11_contig_1_4581	hypothetical protein	Unknown	2.00		
1_190_gene	GW101-3H11_contig_1_190	hypothetical protein	Extracellular	9.64		
1_4219_gene	GW101-3H11_contig_1_4219	hypothetical protein	Unknown	2.50		
1_2614_gene	GW101-3H11_contig_1_2614	hypothetical protein	Unknown	2.50		
1_2924_gene	GW101-3H11_contig_1_2924	hypothetical protein	Unknown	2.00		
1_4516_gene	GW101-3H11_contig_1_4516	hypothetical protein	Unknown	2.00		
1_4715_gene	GW101-3H11_contig_1_4715	hypothetical protein	Unknown	2.00		
1_4841_gene	GW101-3H11_contig_1_4841	hypothetical protein	Extracellular	9.65		
1_1863_gene	GW101-3H11_contig_1_1863	hypothetical protein	Unknown	2.50		
1_4459_gene	GW101-3H11_contig_1_4459	hypothetical protein	CytoplasmicMembrane	10.00		
1_1193_gene	GW101-3H11_contig_1_1193	hypothetical protein	Unknown	2.00		
1_920_gene	GW101-3H11_contig_1_920	hypothetical protein	CytoplasmicMembrane	9.50		
1_1610_gene	GW101-3H11_contig_1_1610	hypothetical protein	CytoplasmicMembrane	9.82		
1_3360_gene	GW101-3H11_contig_1_3360	hypothetical protein	Unknown	2.50		
1_355_gene	GW101-3H11_contig_1_355	hypothetical protein	Unknown	2.00		
1_2023_gene	GW101-3H11_contig_1_2023	hypothetical protein	Unknown	2.00		
1_3303_gene	GW101-3H11_contig_1_3303	hypothetical protein	CytoplasmicMembrane	9.82		
1_1698_gene	GW101-3H11_contig_1_1698	hypothetical protein	Periplasmic	9.76		
1_4118_gene	GW101-3H11_contig_1_4118	hypothetical protein	CytoplasmicMembrane	10.00		
1_2777_gene	GW101-3H11_contig_1_2777	hypothetical protein	Unknown	2.00		
1_1953_gene	GW101-3H11_contig_1_1953	hypothetical protein	Unknown	2.00		
1_3553_gene	GW101-3H11_contig_1_3553	hypothetical protein	Unknown	2.00		
1_4441_gene	GW101-3H11_contig_1_4441	hypothetical protein	CytoplasmicMembrane	10.00		
1_2328_gene	GW101-3H11_contig_1_2328	hypothetical protein	Unknown	2.00		
1_3278_gene	GW101-3H11_contig_1_3278	hypothetical protein	Unknown	2.00		
1_1460_gene	GW101-3H11_contig_1_1460	hypothetical protein	Cytoplasmic	8.96		
1_4858_gene	GW101-3H11_contig_1_4858	hypothetical protein	Unknown	2.50		
1_1738_gene	GW101-3H11_contig_1_1738	hypothetical protein	Unknown	2.00		
1_1401_gene	GW101-3H11_contig_1_1401	hypothetical protein	CytoplasmicMembrane	10.00		
1_143_gene	GW101-3H11_contig_1_143	hypothetical protein	CytoplasmicMembrane	10.00		
1_178_gene	GW101-3H11_contig_1_178	hypothetical protein	Unknown	2.00		
1_2865_gene	GW101-3H11_contig_1_2865	hypothetical protein	Unknown	2.00		
1_4111_gene	GW101-3H11_contig_1_4111	hypothetical protein	Unknown	2.00		
1_3090_gene	GW101-3H11_contig_1_3090	hypothetical protein	Unknown	2.00		
1_4427_gene	GW101-3H11_contig_1_4427	hypothetical protein	CytoplasmicMembrane	10.00		
