feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
2_12_gene	FW510-R12_contig_2_12	hypothetical protein	Cytoplasmic	8.96		
1_3013_gene	FW510-R12_contig_1_3013	hypothetical protein	Cytoplasmic	8.96		
1_2613_gene	FW510-R12_contig_1_2613	hypothetical protein	Unknown	2.00		
1_2715_gene	FW510-R12_contig_1_2715	hypothetical protein	Unknown	2.50		
2_69_gene	FW510-R12_contig_2_69	hypothetical protein	Unknown	2.00		
2_151_gene	FW510-R12_contig_2_151	hypothetical protein	Unknown	2.00		
1_2146_gene	FW510-R12_contig_1_2146	hypothetical protein	Periplasmic	9.76		
1_3259_gene	FW510-R12_contig_1_3259	hypothetical protein	Cytoplasmic	8.96		
1_3401_gene	FW510-R12_contig_1_3401	hypothetical protein	Unknown	2.50		
1_3308_gene	FW510-R12_contig_1_3308	hypothetical protein	Unknown	2.00		
1_2183_gene	FW510-R12_contig_1_2183	hypothetical protein	Unknown	2.00		
1_1504_gene	FW510-R12_contig_1_1504	hypothetical protein	Unknown	2.50		
1_1782_gene	FW510-R12_contig_1_1782	hypothetical protein	CytoplasmicMembrane	10.00		
1_1020_gene	FW510-R12_contig_1_1020	hypothetical protein	Unknown	2.50		
2_205_gene	FW510-R12_contig_2_205	hypothetical protein	Cytoplasmic	8.96		
1_1853_gene	FW510-R12_contig_1_1853	hypothetical protein	CytoplasmicMembrane	10.00		
1_2701_gene	FW510-R12_contig_1_2701	hypothetical protein	Unknown	2.50		
1_628_gene	FW510-R12_contig_1_628	hypothetical protein	Unknown	2.00		
1_945_gene	FW510-R12_contig_1_945	hypothetical protein	Unknown	2.00		
1_2727_gene	FW510-R12_contig_1_2727	hypothetical protein	Unknown	2.50		
1_668_gene	FW510-R12_contig_1_668	hypothetical protein	Unknown	2.50		
1_929_gene	FW510-R12_contig_1_929	hypothetical protein	Unknown	2.00		
1_2034_gene	FW510-R12_contig_1_2034	hypothetical protein	Cytoplasmic	8.96		
1_465_gene	FW510-R12_contig_1_465	hypothetical protein	CytoplasmicMembrane	9.86		
2_81_gene	FW510-R12_contig_2_81	hypothetical protein	CytoplasmicMembrane	9.86		
1_423_gene	FW510-R12_contig_1_423	hypothetical protein	Cytoplasmic	8.96		
1_1838_gene	FW510-R12_contig_1_1838	hypothetical protein	Unknown	2.00		
2_179_gene	FW510-R12_contig_2_179	hypothetical protein	Cytoplasmic	8.96		
2_60_gene	FW510-R12_contig_2_60	hypothetical protein	Unknown	2.00		
2_44_gene	FW510-R12_contig_2_44	hypothetical protein	Unknown	2.00		
1_1227_gene	FW510-R12_contig_1_1227	hypothetical protein	CytoplasmicMembrane	10.00		
1_1660_gene	FW510-R12_contig_1_1660	hypothetical protein	CytoplasmicMembrane	9.82		
1_582_gene	FW510-R12_contig_1_582	hypothetical protein	CytoplasmicMembrane	10.00		
1_2909_gene	FW510-R12_contig_1_2909	hypothetical protein	Cytoplasmic	8.96		
1_454_gene	FW510-R12_contig_1_454	hypothetical protein	Unknown	2.00		
1_1152_gene	FW510-R12_contig_1_1152	hypothetical protein	Unknown	2.50		
1_2634_gene	FW510-R12_contig_1_2634	hypothetical protein	Unknown	2.50		
2_198_gene	FW510-R12_contig_2_198	hypothetical protein	CytoplasmicMembrane	10.00		
1_2627_gene	FW510-R12_contig_1_2627	hypothetical protein	Unknown	2.50		
1_1707_gene	FW510-R12_contig_1_1707	hypothetical protein	Cytoplasmic	8.96		
1_843_gene	FW510-R12_contig_1_843	hypothetical protein	CytoplasmicMembrane	10.00		
1_649_gene	FW510-R12_contig_1_649	hypothetical protein	Unknown	2.00		
2_3_gene	FW510-R12_contig_2_3	hypothetical protein	Unknown	2.50		
2_129_gene	FW510-R12_contig_2_129	hypothetical protein	Unknown	2.00		
1_2098_gene	FW510-R12_contig_1_2098	hypothetical protein	Cytoplasmic	8.96		
1_830_gene	FW510-R12_contig_1_830	hypothetical protein	CytoplasmicMembrane	10.00		
1_3003_gene	FW510-R12_contig_1_3003	hypothetical protein	Unknown	4.66	(This protein may have multiple localization sites.)	
2_68_gene	FW510-R12_contig_2_68	hypothetical protein	Cytoplasmic	8.96		
1_3408_gene	FW510-R12_contig_1_3408	hypothetical protein	Cytoplasmic	8.96		
1_17_gene	FW510-R12_contig_1_17	hypothetical protein	OuterMembrane	9.52		
1_1963_gene	FW510-R12_contig_1_1963	hypothetical protein	CytoplasmicMembrane	9.82		
1_1412_gene	FW510-R12_contig_1_1412	hypothetical protein	Unknown	2.00		
1_1383_gene	FW510-R12_contig_1_1383	hypothetical protein	Unknown	2.00		
1_240_gene	FW510-R12_contig_1_240	hypothetical protein	CytoplasmicMembrane	9.82		
1_1462_gene	FW510-R12_contig_1_1462	hypothetical protein	CytoplasmicMembrane	9.82		
1_1071_gene	FW510-R12_contig_1_1071	hypothetical protein	Unknown	2.00		
1_3547_gene	FW510-R12_contig_1_3547	hypothetical protein	Unknown	2.00		
1_2032_gene	FW510-R12_contig_1_2032	hypothetical protein	Cytoplasmic	8.96		
1_1778_gene	FW510-R12_contig_1_1778	hypothetical protein	Unknown	2.00		
1_2016_gene	FW510-R12_contig_1_2016	hypothetical protein	Cytoplasmic	8.96		
1_2188_gene	FW510-R12_contig_1_2188	hypothetical protein	CytoplasmicMembrane	10.00		
1_893_gene	FW510-R12_contig_1_893	hypothetical protein	Unknown	2.00		
1_2559_gene	FW510-R12_contig_1_2559	hypothetical protein	Unknown	2.00		
1_409_gene	FW510-R12_contig_1_409	hypothetical protein	Cytoplasmic	8.96		
1_2451_gene	FW510-R12_contig_1_2451	hypothetical protein	Unknown	2.50		
1_3009_gene	FW510-R12_contig_1_3009	hypothetical protein	CytoplasmicMembrane	9.82		
1_115_gene	FW510-R12_contig_1_115	hypothetical protein	Unknown	2.00		
1_1046_gene	FW510-R12_contig_1_1046	hypothetical protein	Unknown	2.00		
2_97_gene	FW510-R12_contig_2_97	hypothetical protein	CytoplasmicMembrane	10.00		
1_1535_gene	FW510-R12_contig_1_1535	hypothetical protein	Unknown	2.50		
1_1063_gene	FW510-R12_contig_1_1063	hypothetical protein	CytoplasmicMembrane	9.82		
1_509_gene	FW510-R12_contig_1_509	hypothetical protein	CytoplasmicMembrane	10.00		
1_2894_gene	FW510-R12_contig_1_2894	hypothetical protein	Unknown	2.50		
1_2017_gene	FW510-R12_contig_1_2017	hypothetical protein	Cytoplasmic	8.96		
1_2009_gene	FW510-R12_contig_1_2009	hypothetical protein	Unknown	2.00		
1_369_gene	FW510-R12_contig_1_369	hypothetical protein	Periplasmic	9.84		
1_2844_gene	FW510-R12_contig_1_2844	hypothetical protein	Unknown	2.50		
1_1506_gene	FW510-R12_contig_1_1506	hypothetical protein	Unknown	2.50		
1_2225_gene	FW510-R12_contig_1_2225	hypothetical protein	Cytoplasmic	9.26		
1_505_gene	FW510-R12_contig_1_505	hypothetical protein	Unknown	2.00		
1_2526_gene	FW510-R12_contig_1_2526	hypothetical protein	Unknown	2.00		
1_3311_gene	FW510-R12_contig_1_3311	hypothetical protein	Cytoplasmic	9.97		
1_53_gene	FW510-R12_contig_1_53	hypothetical protein	CytoplasmicMembrane	9.86		
1_735_gene	FW510-R12_contig_1_735	hypothetical protein	Unknown	2.00		
2_180_gene	FW510-R12_contig_2_180	hypothetical protein	Unknown	2.00		
1_2037_gene	FW510-R12_contig_1_2037	hypothetical protein	Cytoplasmic	8.96		
2_49_gene	FW510-R12_contig_2_49	hypothetical protein	Unknown	2.00		
1_3481_gene	FW510-R12_contig_1_3481	hypothetical protein	CytoplasmicMembrane	9.16		
1_1150_gene	FW510-R12_contig_1_1150	hypothetical protein	Cytoplasmic	8.96		
1_1727_gene	FW510-R12_contig_1_1727	hypothetical protein	Unknown	2.00		
1_2800_gene	FW510-R12_contig_1_2800	hypothetical protein	Unknown	2.00		
1_2680_gene	FW510-R12_contig_1_2680	hypothetical protein	Unknown	2.00		
1_3447_gene	FW510-R12_contig_1_3447	hypothetical protein	Unknown	2.50		
1_1232_gene	FW510-R12_contig_1_1232	hypothetical protein	Unknown	2.00		
1_883_gene	FW510-R12_contig_1_883	hypothetical protein	CytoplasmicMembrane	10.00		
1_1501_gene	FW510-R12_contig_1_1501	hypothetical protein	CytoplasmicMembrane	9.82		
1_3372_gene	FW510-R12_contig_1_3372	hypothetical protein	Unknown	2.50		
1_2697_gene	FW510-R12_contig_1_2697	hypothetical protein	Unknown	2.00		
1_3260_gene	FW510-R12_contig_1_3260	hypothetical protein	CytoplasmicMembrane	9.82		
2_59_gene	FW510-R12_contig_2_59	hypothetical protein	Unknown	2.00		
1_2538_gene	FW510-R12_contig_1_2538	hypothetical protein	Unknown	2.00		
1_3519_gene	FW510-R12_contig_1_3519	hypothetical protein	Unknown	2.50		
1_3076_gene	FW510-R12_contig_1_3076	hypothetical protein	Unknown	2.50		
1_1987_gene	FW510-R12_contig_1_1987	hypothetical protein	Unknown	2.50		
2_37_gene	FW510-R12_contig_2_37	hypothetical protein	Unknown	2.00		
1_1708_gene	FW510-R12_contig_1_1708	hypothetical protein	Unknown	2.00		
1_1169_gene	FW510-R12_contig_1_1169	hypothetical protein	Unknown	2.00		
1_2124_gene	FW510-R12_contig_1_2124	hypothetical protein	Unknown	2.00		
1_952_gene	FW510-R12_contig_1_952	hypothetical protein	Unknown	2.00		
1_421_gene	FW510-R12_contig_1_421	hypothetical protein	Unknown	2.00		
1_1555_gene	FW510-R12_contig_1_1555	hypothetical protein	Unknown	2.00		
1_1760_gene	FW510-R12_contig_1_1760	hypothetical protein	CytoplasmicMembrane	9.82		
2_58_gene	FW510-R12_contig_2_58	hypothetical protein	Cytoplasmic	8.96		
1_848_gene	FW510-R12_contig_1_848	hypothetical protein	Cytoplasmic	8.96		
1_405_gene	FW510-R12_contig_1_405	hypothetical protein	Unknown	2.00		
2_147_gene	FW510-R12_contig_2_147	hypothetical protein	OuterMembrane	9.93		
1_806_gene	FW510-R12_contig_1_806	hypothetical protein	Cytoplasmic	8.96		
1_855_gene	FW510-R12_contig_1_855	hypothetical protein	Periplasmic	9.76		
1_823_gene	FW510-R12_contig_1_823	hypothetical protein	Unknown	2.00		
1_2581_gene	FW510-R12_contig_1_2581	hypothetical protein	Unknown	2.00		
1_1114_gene	FW510-R12_contig_1_1114	hypothetical protein	Unknown	2.50		
1_406_gene	FW510-R12_contig_1_406	hypothetical protein	Unknown	2.00		
2_40_gene	FW510-R12_contig_2_40	hypothetical protein	Cytoplasmic	8.96		
1_3483_gene	FW510-R12_contig_1_3483	hypothetical protein	Unknown	2.00		
1_2401_gene	FW510-R12_contig_1_2401	hypothetical protein	CytoplasmicMembrane	10.00		
1_783_gene	FW510-R12_contig_1_783	hypothetical protein	Unknown	2.00		
1_690_gene	FW510-R12_contig_1_690	hypothetical protein	Cytoplasmic	9.26		
1_205_gene	FW510-R12_contig_1_205	hypothetical protein	Cytoplasmic	8.96		
2_165_gene	FW510-R12_contig_2_165	hypothetical protein	Unknown	2.00		
1_3001_gene	FW510-R12_contig_1_3001	hypothetical protein	Cytoplasmic	8.96		
1_876_gene	FW510-R12_contig_1_876	hypothetical protein	Unknown	2.00		
1_916_gene	FW510-R12_contig_1_916	hypothetical protein	Unknown	2.50		
2_137_gene	FW510-R12_contig_2_137	hypothetical protein	Extracellular	9.65		
1_2177_gene	FW510-R12_contig_1_2177	hypothetical protein	Unknown	2.00		
1_3220_gene	FW510-R12_contig_1_3220	hypothetical protein	Cytoplasmic	9.97		
1_1431_gene	FW510-R12_contig_1_1431	hypothetical protein	Unknown	2.00		
1_2771_gene	FW510-R12_contig_1_2771	hypothetical protein	Unknown	2.00		
1_1734_gene	FW510-R12_contig_1_1734	hypothetical protein	Cytoplasmic	8.96		
1_500_gene	FW510-R12_contig_1_500	hypothetical protein	CytoplasmicMembrane	9.46		
1_784_gene	FW510-R12_contig_1_784	hypothetical protein	Cytoplasmic	9.97		
1_3248_gene	FW510-R12_contig_1_3248	hypothetical protein	Unknown	2.50		
2_176_gene	FW510-R12_contig_2_176	hypothetical protein	CytoplasmicMembrane	10.00		
1_988_gene	FW510-R12_contig_1_988	hypothetical protein	Unknown	7.33	(This protein may have multiple localization sites.)	
2_149_gene	FW510-R12_contig_2_149	hypothetical protein	CytoplasmicMembrane	9.82		
1_737_gene	FW510-R12_contig_1_737	hypothetical protein	Unknown	4.90	(This protein may have multiple localization sites.)	
1_3416_gene	FW510-R12_contig_1_3416	hypothetical protein	Unknown	2.00		
1_499_gene	FW510-R12_contig_1_499	hypothetical protein	Periplasmic	9.83		
2_53_gene	FW510-R12_contig_2_53	hypothetical protein	Unknown	2.00		
1_2880_gene	FW510-R12_contig_1_2880	hypothetical protein	Unknown	2.00		
1_131_gene	FW510-R12_contig_1_131	hypothetical protein	Unknown	2.50		
1_1988_gene	FW510-R12_contig_1_1988	hypothetical protein	Unknown	2.00		
1_533_gene	FW510-R12_contig_1_533	hypothetical protein	Unknown	2.50		
1_284_gene	FW510-R12_contig_1_284	hypothetical protein	Periplasmic	10.00		
1_2155_gene	FW510-R12_contig_1_2155	hypothetical protein	Unknown	2.00		
2_42_gene	FW510-R12_contig_2_42	hypothetical protein	Unknown	2.00		
1_2802_gene	FW510-R12_contig_1_2802	hypothetical protein	CytoplasmicMembrane	9.86		
2_47_gene	FW510-R12_contig_2_47	hypothetical protein	Cytoplasmic	8.96		
2_13_gene	FW510-R12_contig_2_13	hypothetical protein	Unknown	2.00		
1_1559_gene	FW510-R12_contig_1_1559	hypothetical protein	Unknown	2.00		
1_1932_gene	FW510-R12_contig_1_1932	hypothetical protein	Unknown	2.50		
1_2004_gene	FW510-R12_contig_1_2004	hypothetical protein	Unknown	2.00		
1_1215_gene	FW510-R12_contig_1_1215	hypothetical protein	Unknown	2.50		
1_2630_gene	FW510-R12_contig_1_2630	hypothetical protein	Unknown	2.50		
1_72_gene	FW510-R12_contig_1_72	hypothetical protein	Unknown	2.50		
1_3120_gene	FW510-R12_contig_1_3120	hypothetical protein	Unknown	2.00		
1_208_gene	FW510-R12_contig_1_208	hypothetical protein	Unknown	2.00		
1_3445_gene	FW510-R12_contig_1_3445	hypothetical protein	Unknown	2.00		
1_1424_gene	FW510-R12_contig_1_1424	hypothetical protein	CytoplasmicMembrane	10.00		
1_957_gene	FW510-R12_contig_1_957	hypothetical protein	Unknown	2.50		
2_183_gene	FW510-R12_contig_2_183	hypothetical protein	Cytoplasmic	8.96		
1_814_gene	FW510-R12_contig_1_814	hypothetical protein	Cytoplasmic	9.26		
1_37_gene	FW510-R12_contig_1_37	hypothetical protein	Unknown	2.00		
1_2768_gene	FW510-R12_contig_1_2768	hypothetical protein	Unknown	2.00		
1_759_gene	FW510-R12_contig_1_759	hypothetical protein	CytoplasmicMembrane	9.86		
1_2792_gene	FW510-R12_contig_1_2792	hypothetical protein	Unknown	2.00		
1_2123_gene	FW510-R12_contig_1_2123	hypothetical protein	Unknown	2.00		
1_360_gene	FW510-R12_contig_1_360	hypothetical protein	Unknown	2.50		
1_931_gene	FW510-R12_contig_1_931	hypothetical protein	Unknown	2.00		
1_2214_gene	FW510-R12_contig_1_2214	hypothetical protein	Unknown	2.00		
1_2392_gene	FW510-R12_contig_1_2392	hypothetical protein	Cytoplasmic	8.96		
1_223_gene	FW510-R12_contig_1_223	hypothetical protein	Unknown	2.00		
1_1840_gene	FW510-R12_contig_1_1840	hypothetical protein	Unknown	2.00		
1_985_gene	FW510-R12_contig_1_985	hypothetical protein	Unknown	2.50		
2_9_gene	FW510-R12_contig_2_9	hypothetical protein	Unknown	2.50		
1_2322_gene	FW510-R12_contig_1_2322	hypothetical protein	CytoplasmicMembrane	9.82		
1_373_gene	FW510-R12_contig_1_373	hypothetical protein	Unknown	2.00		
1_384_gene	FW510-R12_contig_1_384	hypothetical protein	Unknown	2.00		
1_963_gene	FW510-R12_contig_1_963	hypothetical protein	Unknown	2.00		
1_1598_gene	FW510-R12_contig_1_1598	hypothetical protein	Periplasmic	9.76		
1_2441_gene	FW510-R12_contig_1_2441	hypothetical protein	Cytoplasmic	8.96		
1_692_gene	FW510-R12_contig_1_692	hypothetical protein	CytoplasmicMembrane	9.82		
1_3000_gene	FW510-R12_contig_1_3000	hypothetical protein	Unknown	4.66	(This protein may have multiple localization sites.)	
1_3533_gene	FW510-R12_contig_1_3533	hypothetical protein	CytoplasmicMembrane	9.82		
1_2535_gene	FW510-R12_contig_1_2535	hypothetical protein	Unknown	2.00		
1_2185_gene	FW510-R12_contig_1_2185	hypothetical protein	CytoplasmicMembrane	9.82		
1_2846_gene	FW510-R12_contig_1_2846	hypothetical protein	Unknown	2.00		
1_1781_gene	FW510-R12_contig_1_1781	hypothetical protein	CytoplasmicMembrane	10.00		
1_430_gene	FW510-R12_contig_1_430	hypothetical protein	CytoplasmicMembrane	10.00		
2_130_gene	FW510-R12_contig_2_130	hypothetical protein	Unknown	2.00		
1_3465_gene	FW510-R12_contig_1_3465	hypothetical protein	Unknown	2.50		
1_2603_gene	FW510-R12_contig_1_2603	hypothetical protein	Unknown	2.00		
1_593_gene	FW510-R12_contig_1_593	hypothetical protein	Unknown	2.00		
1_1408_gene	FW510-R12_contig_1_1408	hypothetical protein	Unknown	2.00		
2_164_gene	FW510-R12_contig_2_164	hypothetical protein	Unknown	2.00		
1_2921_gene	FW510-R12_contig_1_2921	hypothetical protein	CytoplasmicMembrane	10.00		
1_932_gene	FW510-R12_contig_1_932	hypothetical protein	Cytoplasmic	8.96		
1_2330_gene	FW510-R12_contig_1_2330	hypothetical protein	CytoplasmicMembrane	9.86		
1_3534_gene	FW510-R12_contig_1_3534	hypothetical protein	Unknown	2.50		
1_488_gene	FW510-R12_contig_1_488	hypothetical protein	Unknown	4.90	(This protein may have multiple localization sites.)	
1_2114_gene	FW510-R12_contig_1_2114	hypothetical protein	Unknown	2.00		
2_48_gene	FW510-R12_contig_2_48	hypothetical protein	Cytoplasmic	8.96		
1_1448_gene	FW510-R12_contig_1_1448	hypothetical protein	Cytoplasmic	8.96		
1_2600_gene	FW510-R12_contig_1_2600	hypothetical protein	CytoplasmicMembrane	10.00		
1_3295_gene	FW510-R12_contig_1_3295	hypothetical protein	Unknown	2.00		
2_67_gene	FW510-R12_contig_2_67	hypothetical protein	Unknown	2.00		
1_2458_gene	FW510-R12_contig_1_2458	hypothetical protein	CytoplasmicMembrane	10.00		
1_820_gene	FW510-R12_contig_1_820	hypothetical protein	Unknown	4.90	(This protein may have multiple localization sites.)	
1_982_gene	FW510-R12_contig_1_982	hypothetical protein	Cytoplasmic	8.96		
1_1976_gene	FW510-R12_contig_1_1976	hypothetical protein	Unknown	2.50		
1_2728_gene	FW510-R12_contig_1_2728	hypothetical protein	Unknown	2.00		
2_39_gene	FW510-R12_contig_2_39	hypothetical protein	Cytoplasmic	8.96		
1_3472_gene	FW510-R12_contig_1_3472	hypothetical protein	Cytoplasmic	8.96		
1_497_gene	FW510-R12_contig_1_497	hypothetical protein	CytoplasmicMembrane	10.00		
1_1662_gene	FW510-R12_contig_1_1662	hypothetical protein	CytoplasmicMembrane	10.00		
1_1816_gene	FW510-R12_contig_1_1816	hypothetical protein	Unknown	2.50		
1_1560_gene	FW510-R12_contig_1_1560	hypothetical protein	CytoplasmicMembrane	9.82		
1_2786_gene	FW510-R12_contig_1_2786	hypothetical protein	Unknown	2.00		
1_263_gene	FW510-R12_contig_1_263	hypothetical protein	Periplasmic	9.22		
1_1300_gene	FW510-R12_contig_1_1300	hypothetical protein	Unknown	2.00		
1_1828_gene	FW510-R12_contig_1_1828	hypothetical protein	CytoplasmicMembrane	9.86		
2_7_gene	FW510-R12_contig_2_7	hypothetical protein	Unknown	2.00		
1_1894_gene	FW510-R12_contig_1_1894	hypothetical protein	Unknown	2.50		
1_3215_gene	FW510-R12_contig_1_3215	hypothetical protein	CytoplasmicMembrane	10.00		
1_38_gene	FW510-R12_contig_1_38	hypothetical protein	Unknown	2.00		
1_2430_gene	FW510-R12_contig_1_2430	hypothetical protein	Unknown	2.00		
1_1202_gene	FW510-R12_contig_1_1202	hypothetical protein	Cytoplasmic	8.96		
1_2528_gene	FW510-R12_contig_1_2528	hypothetical protein	Periplasmic	9.84		
1_1958_gene	FW510-R12_contig_1_1958	hypothetical protein	Cytoplasmic	9.97		
1_254_gene	FW510-R12_contig_1_254	hypothetical protein	Unknown	2.00		
1_1014_gene	FW510-R12_contig_1_1014	hypothetical protein	Unknown	2.00		
1_1545_gene	FW510-R12_contig_1_1545	hypothetical protein	Cytoplasmic	8.96		
1_3454_gene	FW510-R12_contig_1_3454	hypothetical protein	Cytoplasmic	8.96		
1_3039_gene	FW510-R12_contig_1_3039	hypothetical protein	Unknown	2.50		
2_4_gene	FW510-R12_contig_2_4	hypothetical protein	Unknown	2.00		
1_1627_gene	FW510-R12_contig_1_1627	hypothetical protein	Unknown	2.50		
1_2544_gene	FW510-R12_contig_1_2544	hypothetical protein	Unknown	2.50		
1_3169_gene	FW510-R12_contig_1_3169	hypothetical protein	CytoplasmicMembrane	9.80		
1_1455_gene	FW510-R12_contig_1_1455	hypothetical protein	Unknown	2.50		
1_3016_gene	FW510-R12_contig_1_3016	hypothetical protein	Unknown	2.00		
1_1536_gene	FW510-R12_contig_1_1536	hypothetical protein	Unknown	2.50		
1_1195_gene	FW510-R12_contig_1_1195	hypothetical protein	CytoplasmicMembrane	10.00		
2_77_gene	FW510-R12_contig_2_77	hypothetical protein	Unknown	2.50		
1_1411_gene	FW510-R12_contig_1_1411	hypothetical protein	Unknown	2.50		
2_5_gene	FW510-R12_contig_2_5	hypothetical protein	Unknown	2.00		
1_3055_gene	FW510-R12_contig_1_3055	hypothetical protein	Unknown	2.00		
1_2937_gene	FW510-R12_contig_1_2937	hypothetical protein	Unknown	2.50		
1_2558_gene	FW510-R12_contig_1_2558	hypothetical protein	Unknown	2.00		
1_1994_gene	FW510-R12_contig_1_1994	hypothetical protein	Unknown	2.00		
1_89_gene	FW510-R12_contig_1_89	hypothetical protein	Unknown	2.50		
1_2656_gene	FW510-R12_contig_1_2656	hypothetical protein	Unknown	2.00		
1_3158_gene	FW510-R12_contig_1_3158	hypothetical protein	Unknown	2.00		
1_3548_gene	FW510-R12_contig_1_3548	hypothetical protein	Unknown	2.00		
1_2759_gene	FW510-R12_contig_1_2759	hypothetical protein	CytoplasmicMembrane	10.00		
1_2834_gene	FW510-R12_contig_1_2834	hypothetical protein	Unknown	2.00		
1_861_gene	FW510-R12_contig_1_861	hypothetical protein	Periplasmic	9.84		
1_2543_gene	FW510-R12_contig_1_2543	hypothetical protein	CytoplasmicMembrane	9.86		
1_1302_gene	FW510-R12_contig_1_1302	hypothetical protein	Unknown	2.00		
1_725_gene	FW510-R12_contig_1_725	hypothetical protein	Unknown	2.00		
1_937_gene	FW510-R12_contig_1_937	hypothetical protein	Unknown	2.00		
2_34_gene	FW510-R12_contig_2_34	hypothetical protein	Unknown	2.00		
2_192_gene	FW510-R12_contig_2_192	hypothetical protein	Cytoplasmic	8.96		
1_2924_gene	FW510-R12_contig_1_2924	hypothetical protein	Unknown	2.50		
