Query	Seed ortholog	e-value	score	best tax lvl	Preferred_name	GO terms	EC number	KEGG KO	KEGG pathway	KEGG module	KEGG reaction	KEGG rclass	BRITE	KEGG TC	CAZy	BiGG reaction	annot lvl	matching OGs	Best OG	COG cat	description
FW510-R12_contig_1_63	1163409.UUA_16238	4.6e-212	743.8	Xanthomonadales	amtB	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008519,GO:0015075,GO:0015291,GO:0015292,GO:0015669,GO:0015670,GO:0015696,GO:0015893,GO:0016020,GO:0016021,GO:0019755,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072488,GO:0098655		ko:K03320					ko00000,ko02000	1.A.11		iEcE24377_1341.EcE24377A_0487	Bacteria	1NR9F@1224,1RNKF@1236,1X39P@135614,COG0004@1,COG0004@2	NA|NA|NA	P	Ammonium transporter
FW510-R12_contig_1_64	1163409.UUA_16243	1.1e-277	961.8	Xanthomonadales	glnA	GO:0003674,GO:0003824,GO:0004356,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006536,GO:0006541,GO:0006542,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009314,GO:0009628,GO:0009987,GO:0016053,GO:0016211,GO:0016853,GO:0016866,GO:0016874,GO:0016879,GO:0016880,GO:0019676,GO:0019740,GO:0019752,GO:0034022,GO:0042537,GO:0042802,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0050486,GO:0050896,GO:0071704,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	5.4.4.3,6.3.1.2	ko:K01915,ko:K20712	ko00220,ko00250,ko00627,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00627,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727		R00253,R06988,R09284	RC00010,RC01754,RC02798	ko00000,ko00001,ko01000,ko04147			iJN746.PP_5046	Bacteria	1MUGQ@1224,1RMD1@1236,1X3GI@135614,COG0174@1,COG0174@2	NA|NA|NA	E	highly regulated protein controlled by the addition removal of adenylyl groups by adenylyltransferase from specific tyrosine residues
FW510-R12_contig_1_65	1163408.UU9_09042	4.2999999999999994e-139	500.7	Proteobacteria													Bacteria	1QG74@1224,COG5380@1,COG5380@2	NA|NA|NA	O	BRO family, N-terminal domain
FW510-R12_contig_1_66	666685.R2APBS1_0082	5.3e-221	773.5	Xanthomonadales				ko:K07267					ko00000,ko02000	1.B.19.1			Bacteria	1R71M@1224,1S128@1236,1X72H@135614,COG3659@1,COG3659@2	NA|NA|NA	M	Carbohydrate-selective porin, OprB family
FW510-R12_contig_1_67	666685.R2APBS1_0083	3.4e-213	747.7	Xanthomonadales													Bacteria	1MV6D@1224,1RMYF@1236,1X4BN@135614,COG2010@1,COG2010@2	NA|NA|NA	C	Cytochrome c, mono-and diheme variants family
FW510-R12_contig_1_68	666685.R2APBS1_0084	2.7999999999999996e-299	1033.9	Xanthomonadales													Bacteria	1MU3F@1224,1RPBQ@1236,1X43N@135614,COG2303@1,COG2303@2	NA|NA|NA	E	PFAM GMC oxidoreductase
FW510-R12_contig_1_69	666685.R2APBS1_0085	2.0999999999999999e-75	288.5	Gammaproteobacteria													Bacteria	1RJ65@1224,1SBW8@1236,2BA7W@1,323MZ@2	NA|NA|NA	S	Membrane bound FAD containing D-sorbitol dehydrogenase
FW510-R12_contig_1_70	1123368.AUIS01000033_gene1373	1.4e-117	429.9	Gammaproteobacteria	catA												Bacteria	1MVH8@1224,1RQ3E@1236,COG0053@1,COG0053@2	NA|NA|NA	P	Co Zn Cd cation transporters
FW510-R12_contig_1_71	666685.R2APBS1_0094	2.9999999999999997e-96	357.8	Xanthomonadales				ko:K19784					ko00000				Bacteria	1RAFI@1224,1S3MG@1236,1X62H@135614,COG0431@1,COG0431@2	NA|NA|NA	S	NAD(P)H-dependent FMN reductase
FW510-R12_contig_1_72	1163409.UUA_14119	3.0000000000000003e-274	950.7	Gammaproteobacteria			3.2.1.166	ko:K07964	ko00531,ko01100,ko05205,map00531,map01100,map05205	M00078	R07811		ko00000,ko00001,ko00002,ko00536,ko01000		GH79		Bacteria	1NC4P@1224,1RS28@1236,28KNR@1,2Z9F7@2	NA|NA|NA	S	Glycosyl hydrolase family 79, N-terminal domain
FW510-R12_contig_1_73	1163409.UUA_14114	7.9e-94	349.7	Xanthomonadales	dps			ko:K04047					ko00000,ko03036				Bacteria	1RAC5@1224,1S2AB@1236,1X66H@135614,COG0783@1,COG0783@2	NA|NA|NA	P	DNA-binding ferritin-like protein (Oxidative damage protectant)
FW510-R12_contig_1_74	1163409.UUA_14109	2e-93	348.6	Xanthomonadales	MA20_08400			ko:K07118					ko00000				Bacteria	1MV9B@1224,1S0ZG@1236,1X6VV@135614,COG2910@1,COG2910@2	NA|NA|NA	S	NADH-flavin reductase
FW510-R12_contig_1_75	1163409.UUA_14104	1.6e-75	288.9	Gammaproteobacteria													Bacteria	1RFIH@1224,1SCGH@1236,COG3247@1,COG3247@2	NA|NA|NA	S	Short repeat of unknown function (DUF308)
FW510-R12_contig_1_76	1163409.UUA_14099	9.8e-280	968.8	Xanthomonadales			1.2.1.3	ko:K00128	ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130	M00135	R00264,R00631,R00710,R00904,R01752,R01986,R02549,R02678,R02940,R02957,R03283,R03869,R04065,R04506,R04903,R05050,R05237,R05238,R05286,R06366,R08146	RC00047,RC00071,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500	ko00000,ko00001,ko00002,ko01000				Bacteria	1MU1V@1224,1RMBQ@1236,1X5H3@135614,COG1012@1,COG1012@2	NA|NA|NA	C	Belongs to the aldehyde dehydrogenase family
FW510-R12_contig_1_77	1163409.UUA_14094	1.8999999999999998e-136	491.9	Xanthomonadales	ygiD	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0046566,GO:0051213,GO:0055114	1.13.11.8	ko:K04100,ko:K15777	ko00362,ko00624,ko00627,ko00965,ko01120,map00362,map00624,map00627,map00965,map01120		R01632,R03550,R04280,R08836,R09565	RC00233,RC00387,RC00535,RC02567,RC02694	br01602,ko00000,ko00001,ko01000				Bacteria	1MXJZ@1224,1RR5P@1236,1X5FC@135614,COG3384@1,COG3384@2	NA|NA|NA	S	Extradiol ring-cleavage dioxygenase
FW510-R12_contig_1_78	1163409.UUA_14729	4.5e-135	487.3	Xanthomonadales													Bacteria	1MW46@1224,1S08S@1236,1X5TM@135614,COG1028@1,COG1028@2	NA|NA|NA	IQ	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
FW510-R12_contig_1_79	1163409.UUA_14734	1e-229	802.4	Xanthomonadales													Bacteria	1MVAF@1224,1RQRP@1236,1X6QZ@135614,COG1228@1,COG1228@2	NA|NA|NA	Q	Amidohydrolase family
FW510-R12_contig_1_80	1163409.UUA_14739	4.2e-108	397.5	Xanthomonadales		GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944											Bacteria	1RHQN@1224,1S5YY@1236,1X5VB@135614,COG2860@1,COG2860@2	NA|NA|NA	S	membrane
FW510-R12_contig_1_81	1163409.UUA_14744	1.3e-224	785.4	Xanthomonadales				ko:K01436					ko00000,ko01000,ko01002				Bacteria	1MUIV@1224,1RQAM@1236,1X543@135614,COG1473@1,COG1473@2	NA|NA|NA	S	COG1473 Metal-dependent amidase aminoacylase carboxypeptidase
FW510-R12_contig_1_82	1163409.UUA_14749	2.5e-95	354.8	Gammaproteobacteria													Bacteria	1RI8Q@1224,1SZ61@1236,COG1651@1,COG1651@2	NA|NA|NA	O	Thioredoxin
FW510-R12_contig_1_83	1163409.UUA_14754	8.000000000000001e-88	329.7	Proteobacteria			1.11.1.15	ko:K03386,ko:K03564	ko04214,map04214				ko00000,ko00001,ko01000,ko04147				Bacteria	1R1EZ@1224,COG0450@1,COG0450@2	NA|NA|NA	O	Redoxin
FW510-R12_contig_1_84	1163409.UUA_14759	2.1e-263	914.4	Xanthomonadales													Bacteria	1MU2U@1224,1RQTU@1236,1X57C@135614,COG1249@1,COG1249@2	NA|NA|NA	C	COG1249 Pyruvate 2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes
FW510-R12_contig_1_85	1163409.UUA_14764	1.7999999999999997e-55	221.9	Xanthomonadales	dksA			ko:K06204	ko02026,map02026				ko00000,ko00001,ko03000,ko03009,ko03021				Bacteria	1QA4T@1224,1TEW2@1236,1XBV6@135614,COG1734@1,COG1734@2	NA|NA|NA	T	Transcription factor that acts by binding directly to the RNA polymerase (RNAP). Required for negative regulation of rRNA expression and positive regulation of several amino acid biosynthesis promoters
FW510-R12_contig_1_86	1163409.UUA_14769	2.4e-226	791.2	Xanthomonadales	apr												Bacteria	1R5T3@1224,1S4DV@1236,1X58K@135614,COG1404@1,COG1404@2	NA|NA|NA	O	serine protease
FW510-R12_contig_1_87	1163409.UUA_14774	1.3e-103	382.5	Xanthomonadales													Bacteria	1NAHA@1224,1SICQ@1236,1X6IR@135614,2EBKV@1,335M7@2	NA|NA|NA		
FW510-R12_contig_1_88	1163409.UUA_14779	8.699999999999999e-107	392.9	Xanthomonadales	rpoE4			ko:K03088					ko00000,ko03021				Bacteria	1MVPD@1224,1SC6Q@1236,1X520@135614,COG1595@1,COG1595@2	NA|NA|NA	K	Belongs to the sigma-70 factor family. ECF subfamily
FW510-R12_contig_1_89	1163409.UUA_14784	1.5e-138	498.8	Xanthomonadales													Bacteria	1P65W@1224,1T8DE@1236,1XAH6@135614,2CIPA@1,2ZXPI@2	NA|NA|NA		
FW510-R12_contig_1_91	1163409.UUA_14789	6.4e-78	296.6	Xanthomonadales	wxcM												Bacteria	1RDA2@1224,1S4WE@1236,1X6H6@135614,COG1898@1,COG1898@2	NA|NA|NA	M	WxcM-like, C-terminal
FW510-R12_contig_1_92	1163409.UUA_14794	7e-76	290.4	Gammaproteobacteria													Bacteria	1RAKB@1224,1T2XQ@1236,COG0110@1,COG0110@2	NA|NA|NA	S	sugar O-acyltransferase
FW510-R12_contig_1_93	1163409.UUA_14799	2.4e-178	631.3	Xanthomonadales			3.2.1.26	ko:K01193	ko00052,ko00500,ko01100,map00052,map00500,map01100		R00801,R00802,R02410,R03635,R03921,R06088	RC00028,RC00077	ko00000,ko00001,ko01000		GH32		Bacteria	1RGK9@1224,1S0H5@1236,1X976@135614,COG1621@1,COG1621@2	NA|NA|NA	G	beta-fructofuranosidase activity
FW510-R12_contig_1_94	1163409.UUA_14804	1.9000000000000002e-167	595.1	Xanthomonadales													Bacteria	1RF45@1224,1SMW8@1236,1X98W@135614,COG3146@1,COG3146@2	NA|NA|NA	S	Acetyltransferase (GNAT) domain
FW510-R12_contig_1_95	1163409.UUA_14809	6.099999999999999e-205	719.9	Xanthomonadales	eryC		2.6.1.106	ko:K13310	ko00523,ko01130,map00523,map01130	M00797	R06426	RC00006,RC01514	ko00000,ko00001,ko00002,ko01000				Bacteria	1MUPN@1224,1RMCS@1236,1X2XX@135614,COG0399@1,COG0399@2	NA|NA|NA	E	Belongs to the DegT DnrJ EryC1 family
FW510-R12_contig_1_96	1163409.UUA_14814	8.4e-216	756.1	Xanthomonadales	wzxE	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K03328,ko:K16693					ko00000,ko02000	2.A.66.2,2.A.66.2.3		iSDY_1059.SDY_3956	Bacteria	1MV5E@1224,1RP0A@1236,1X5DP@135614,COG2244@1,COG2244@2	NA|NA|NA	U	biosynthesis protein
FW510-R12_contig_1_97	1163409.UUA_14819	3.5e-166	590.9	Xanthomonadales	rgpE		2.4.1.166,2.7.8.14,2.7.8.47	ko:K00745,ko:K12988,ko:K18704			R11614,R11621		ko00000,ko01000,ko01003,ko01005		GT2		Bacteria	1RK41@1224,1T4FD@1236,1XDAI@135614,COG1215@1,COG1215@2	NA|NA|NA	M	Glycosyltransferase like family 2
FW510-R12_contig_1_98	1163409.UUA_14824	7.9e-208	729.6	Xanthomonadales													Bacteria	1P3RN@1224,1SSQP@1236,1X57J@135614,2FIVB@1,34AKN@2	NA|NA|NA		
FW510-R12_contig_1_99	666685.R2APBS1_0666	1.3e-98	366.3	Xanthomonadales	wzz												Bacteria	1N9P6@1224,1SJ1Q@1236,1X6S7@135614,COG3206@1,COG3206@2	NA|NA|NA	M	Chain length determinant protein
FW510-R12_contig_1_100	666685.R2APBS1_0667	5.3e-129	467.2	Xanthomonadales			2.1.1.163,2.1.1.201	ko:K03183	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116,M00117	R04990,R04993,R06859,R08774,R09736	RC00003,RC01253,RC01662	ko00000,ko00001,ko00002,ko01000				Bacteria	1R8N9@1224,1SYVC@1236,1X2Z5@135614,COG0500@1,COG2226@2	NA|NA|NA	Q	Methyltransferase
FW510-R12_contig_1_101	1163409.UUA_15218	1.9e-207	728.4	Xanthomonadales			3.5.4.3	ko:K01487	ko00230,ko01100,map00230,map01100		R01676	RC00204	ko00000,ko00001,ko01000				Bacteria	1NFUA@1224,1TBWR@1236,1X9DY@135614,COG0402@1,COG0402@2	NA|NA|NA	F	amidohydrolase
FW510-R12_contig_1_102	1163409.UUA_15223	1.5e-116	425.6	Xanthomonadales			2.1.1.197	ko:K02169	ko00780,ko01100,map00780,map01100	M00572	R09543	RC00003,RC00460	ko00000,ko00001,ko00002,ko01000				Bacteria	1NEM4@1224,1SYF3@1236,1X5IX@135614,COG0500@1,COG2226@2	NA|NA|NA	Q	Ribosomal protein L11 methyltransferase (PrmA)
FW510-R12_contig_1_103	1163409.UUA_15228	4.2e-286	989.9	Xanthomonadales													Bacteria	1MWR0@1224,1RPZX@1236,1X8CV@135614,COG1032@1,COG1032@2	NA|NA|NA	C	Radical SAM
FW510-R12_contig_1_104	1163409.UUA_15233	5.3e-193	680.2	Xanthomonadales													Bacteria	1MWTJ@1224,1S1VB@1236,1X59W@135614,COG0438@1,COG0438@2	NA|NA|NA	M	glycosyltransferase
FW510-R12_contig_1_105	1163409.UUA_15238	9.8e-192	676.0	Xanthomonadales													Bacteria	1PDQY@1224,1SE53@1236,1X59A@135614,COG0438@1,COG0438@2	NA|NA|NA	M	Hexosyltransferase
FW510-R12_contig_1_107	1122603.ATVI01000005_gene3857	3e-117	428.3	Xanthomonadales													Bacteria	1Q1V6@1224,1RUBH@1236,1X4VV@135614,COG4757@1,COG4757@2	NA|NA|NA	S	Serine aminopeptidase, S33
FW510-R12_contig_1_108	1163409.UUA_15258	1.9e-118	432.2	Xanthomonadales													Bacteria	1RH6R@1224,1S7KA@1236,1X83Q@135614,COG5607@1,COG5607@2	NA|NA|NA	S	CHAD
FW510-R12_contig_1_109	1163409.UUA_15273	2.1e-211	741.5	Xanthomonadales													Bacteria	1QSUQ@1224,1RWF0@1236,1X3GT@135614,2EIP2@1,33CEF@2	NA|NA|NA	S	Uncharacterised nucleotidyltransferase
FW510-R12_contig_1_110	1163409.UUA_15278	3.7e-287	993.4	Xanthomonadales			1.21.98.3	ko:K04034	ko00860,ko01100,ko01110,map00860,map01100,map01110		R06268,R06269,R06270	RC00741,RC01491,RC01492	ko00000,ko00001,ko01000				Bacteria	1RCWX@1224,1SYF2@1236,1X5WI@135614,COG1032@1,COG1032@2	NA|NA|NA	C	Mg-protoporphyrin IX monomethyl ester oxidative cyclase
FW510-R12_contig_1_111	1163409.UUA_15283	6.5e-190	669.8	Xanthomonadales				ko:K06919,ko:K07452,ko:K08482,ko:K09384,ko:K10954	ko05110,map05110				ko00000,ko00001,ko01000,ko02042,ko02048				Bacteria	1PC3B@1224,1SWVT@1236,1X5JX@135614,COG0467@1,COG0467@2	NA|NA|NA	T	Serine kinase
FW510-R12_contig_1_112	1163409.UUA_15288	8.5e-97	359.8	Xanthomonadales			1.11.1.15	ko:K03564					ko00000,ko01000				Bacteria	1RHSM@1224,1RQ8S@1236,1X6KF@135614,COG1225@1,COG1225@2	NA|NA|NA	O	Peroxiredoxin
FW510-R12_contig_1_113	1163409.UUA_15293	1.6e-292	1011.5	Xanthomonadales				ko:K02068,ko:K06148		M00211			ko00000,ko00002,ko02000	3.A.1			Bacteria	1MVJD@1224,1RNRM@1236,1X4YG@135614,COG1132@1,COG1132@2	NA|NA|NA	V	abc transporter atp-binding protein
FW510-R12_contig_1_114	1163409.UUA_13225	6.199999999999999e-177	626.7	Xanthomonadales	glnL	GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0004721,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0006464,GO:0006468,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016311,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0016787,GO:0016788,GO:0016791,GO:0018106,GO:0018193,GO:0018202,GO:0019222,GO:0019538,GO:0023014,GO:0023052,GO:0035556,GO:0036211,GO:0042578,GO:0042802,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0046777,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051716,GO:0065007,GO:0071704,GO:0140096,GO:1901564	2.7.13.3	ko:K07708,ko:K07710	ko02020,map02020	M00497,M00500			ko00000,ko00001,ko00002,ko01000,ko01001,ko02022				Bacteria	1MVN6@1224,1RN15@1236,1X3AZ@135614,COG3852@1,COG3852@2	NA|NA|NA	T	Signal transduction histidine kinase, nitrogen specific
FW510-R12_contig_1_116	1163409.UUA_13230	5.399999999999999e-240	836.6	Xanthomonadales	glnG	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0043565,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141		ko:K07712	ko02020,map02020	M00497			ko00000,ko00001,ko00002,ko02022				Bacteria	1MU0N@1224,1RMCK@1236,1X3NB@135614,COG2204@1,COG2204@2	NA|NA|NA	T	Response regulator containing CheY-like receiver AAA-type ATPase and DNA-binding domains
FW510-R12_contig_1_117	1163409.UUA_13235	0.0	2353.2	Xanthomonadales	ndvB	GO:0003674,GO:0003824,GO:0016740,GO:0016757		ko:K13688					ko00000,ko01000,ko01003		GH94,GT84		Bacteria	1MVNX@1224,1RMW9@1236,1X98R@135614,COG3459@1,COG3459@2	NA|NA|NA	G	Cellobiose phosphorylase
FW510-R12_contig_1_118	1163409.UUA_13240	2.8999999999999996e-275	953.7	Xanthomonadales													Bacteria	1NX2K@1224,1RY8M@1236,1XA47@135614,COG5368@1,COG5368@2	NA|NA|NA	S	protein conserved in bacteria
FW510-R12_contig_1_119	1163409.UUA_13245	7.299999999999999e-169	599.7	Xanthomonadales	gnd		1.1.1.343,1.1.1.44	ko:K00033	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200	M00004,M00006	R01528,R10221	RC00001,RC00539	ko00000,ko00001,ko00002,ko01000				Bacteria	1QU14@1224,1T1KM@1236,1X4EG@135614,COG1023@1,COG1023@2	NA|NA|NA	G	6-phosphogluconate dehydrogenase
FW510-R12_contig_1_120	666685.R2APBS1_0110	5.2e-93	347.1	Xanthomonadales													Bacteria	1RDGV@1224,1SBHQ@1236,1X6JD@135614,COG5483@1,COG5483@2	NA|NA|NA	S	Protein of unknown function, DUF488
FW510-R12_contig_1_121	1163409.UUA_13260	2.3000000000000002e-33	147.5	Xanthomonadales													Bacteria	1N8JI@1224,1SDA5@1236,1X8SJ@135614,2DP0W@1,3302Q@2	NA|NA|NA	S	Protein of unknown function (DUF2945)
FW510-R12_contig_1_123	1453503.AU05_06365	2.4e-13	81.3	Gammaproteobacteria													Bacteria	1P7XI@1224,1SVMW@1236,2BXKE@1,2ZSWA@2	NA|NA|NA		
FW510-R12_contig_1_124	85643.Tmz1t_0929	1.4999999999999998e-166	592.4	Rhodocyclales	eryK												Bacteria	1MY5H@1224,2KZZD@206389,2VM7E@28216,COG2124@1,COG2124@2	NA|NA|NA	C	Cytochrome P450
FW510-R12_contig_1_125	1163409.UUA_13275	7.8e-118	429.9	Xanthomonadales	algR			ko:K02477,ko:K08083	ko02020,map02020	M00493			ko00000,ko00001,ko00002,ko02022				Bacteria	1MUE8@1224,1RMJJ@1236,1X3HP@135614,COG3279@1,COG3279@2	NA|NA|NA	KT	Response regulator of the LytR AlgR family
FW510-R12_contig_1_126	1163409.UUA_13280	1.3e-190	672.2	Xanthomonadales	algZ		2.7.13.3	ko:K08082	ko02020,map02020	M00493			ko00000,ko00001,ko00002,ko01000,ko01001,ko02022				Bacteria	1MXVQ@1224,1RQDA@1236,1X40R@135614,COG2972@1,COG2972@2	NA|NA|NA	T	Histidine kinase
FW510-R12_contig_1_127	1163409.UUA_13285	9.9e-115	419.5	Xanthomonadales	estB			ko:K06999					ko00000				Bacteria	1RA02@1224,1S24F@1236,1X4YF@135614,COG0400@1,COG0400@2	NA|NA|NA	S	Carboxylesterase
FW510-R12_contig_1_128	1163409.UUA_13295	0.0	1317.8	Xanthomonadales			3.4.21.26	ko:K01322	ko04614,map04614				ko00000,ko00001,ko01000,ko01002				Bacteria	1NZ7N@1224,1T1KJ@1236,1X478@135614,COG1505@1,COG1505@2	NA|NA|NA	E	Prolyl oligopeptidase
FW510-R12_contig_1_129	666685.R2APBS1_0122	0.0	1432.2	Xanthomonadales	ptpA_1												Bacteria	1N4G0@1224,1RRIM@1236,1X37H@135614,COG0823@1,COG0823@2,COG1506@1,COG1506@2	NA|NA|NA	EU	peptidase
FW510-R12_contig_1_130	1163407.UU7_16427	9.8e-98	362.8	Xanthomonadales	cicA		2.3.1.51,3.1.3.27,3.1.3.3	ko:K00655,ko:K01079,ko:K18697	ko00260,ko00561,ko00564,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00260,map00561,map00564,map00680,map01100,map01110,map01120,map01130,map01200,map01230	M00020,M00089	R00582,R02029,R02241,R09381	RC00004,RC00017,RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01004,ko01009				Bacteria	1RKIX@1224,1T0J3@1236,1X630@135614,COG0560@1,COG0560@2	NA|NA|NA	E	haloacid dehalogenase-like hydrolase
FW510-R12_contig_1_131	1163409.UUA_13310	8e-106	389.8	Gammaproteobacteria													Bacteria	1NRHB@1224,1SN43@1236,2EZ43@1,33SAA@2	NA|NA|NA		
FW510-R12_contig_1_132	1163409.UUA_13315	3.2e-99	367.9	Xanthomonadales	folE	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003933,GO:0003934,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006066,GO:0006725,GO:0006729,GO:0006732,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009108,GO:0009987,GO:0016787,GO:0016810,GO:0016814,GO:0017076,GO:0017144,GO:0018130,GO:0019001,GO:0019238,GO:0019438,GO:0019751,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034311,GO:0034312,GO:0034641,GO:0035639,GO:0036094,GO:0042558,GO:0042559,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046146,GO:0046165,GO:0046173,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	3.5.4.16	ko:K01495	ko00790,ko01100,map00790,map01100	M00126,M00841,M00842,M00843	R00428,R04639,R05046,R05048	RC00263,RC00294,RC00323,RC00945,RC01188	ko00000,ko00001,ko00002,ko01000				Bacteria	1MY3N@1224,1RMQM@1236,1X60I@135614,COG0302@1,COG0302@2	NA|NA|NA	F	GTP cyclohydrolase
FW510-R12_contig_1_133	666685.R2APBS1_0127	2.9e-112	411.4	Xanthomonadales				ko:K03088					ko00000,ko03021				Bacteria	1MX7T@1224,1SAP8@1236,1X9W4@135614,COG1595@1,COG1595@2	NA|NA|NA	K	Belongs to the sigma-70 factor family. ECF subfamily
FW510-R12_contig_1_134	1163409.UUA_13325	3.1e-126	458.0	Xanthomonadales	tlpA												Bacteria	1RAW3@1224,1S6ID@1236,1X6MW@135614,COG0526@1,COG0526@2	NA|NA|NA	CO	Thioredoxin
FW510-R12_contig_1_135	1163409.UUA_13330	1.5e-104	385.6	Xanthomonadales	eda	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	4.1.2.14,4.1.3.42	ko:K01625	ko00030,ko00630,ko01100,ko01120,ko01200,map00030,map00630,map01100,map01120,map01200	M00008,M00061,M00308,M00631	R00470,R05605	RC00307,RC00308,RC00435	ko00000,ko00001,ko00002,ko01000				Bacteria	1MUVJ@1224,1RPDF@1236,1X4EU@135614,COG0800@1,COG0800@2	NA|NA|NA	G	Aldolase
FW510-R12_contig_1_136	1163409.UUA_13335	0.0	1161.7	Xanthomonadales			4.2.1.12	ko:K01690	ko00030,ko01100,ko01120,ko01200,map00030,map01100,map01120,map01200	M00008	R02036	RC00543	ko00000,ko00001,ko00002,ko01000				Bacteria	1MU3T@1224,1RMNA@1236,1X32C@135614,COG0129@1,COG0129@2	NA|NA|NA	EG	Belongs to the IlvD Edd family
FW510-R12_contig_1_137	1163409.UUA_13340	9.899999999999999e-121	439.5	Xanthomonadales	pgl		3.1.1.31,5.3.1.9	ko:K01057,ko:K01810	ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200	M00001,M00004,M00006,M00008,M00114	R02035,R02739,R02740,R03321	RC00376,RC00537,RC00563	ko00000,ko00001,ko00002,ko01000,ko04147				Bacteria	1R5K6@1224,1S11C@1236,1X675@135614,COG0363@1,COG0363@2	NA|NA|NA	G	6-phosphogluconolactonase
